"","City","State.short","State.full","County","City.alias","address","lon","lat"
"1925","Bureau","IL","Illinois","BUREAU","Bureau","Bureau, Illinois",-89.4742177,41.3599156
"1926","Cherry","IL","Illinois","BUREAU","Cherry","Cherry, Illinois",-89.213419,41.4269787
"1927","Hennepin","IL","Illinois","PUTNAM","Florid","Florid, Illinois",-89.2809208,41.2286473
"1928","Mark","IL","Illinois","PUTNAM","Mark","Mark, Illinois",-89.2500869,41.2644805
"1929","Ohio","IL","Illinois","BUREAU","Limerick","Limerick, Illinois",-89.4670373,41.4947576
"1930","Standard","IL","Illinois","PUTNAM","Standard","Standard, Illinois",-89.1809185,41.2567025
"1931","Streator","IL","Illinois","LA SALLE","Missal","Missal, Illinois",-88.7422925,41.0983666
"1932","Triumph","IL","Illinois","LA SALLE","Triumph","Triumph, Illinois",-89.019446,41.4988785
"1933","Media","IL","Illinois","HENDERSON","Media","Media, Illinois",-90.8320824,40.7750395
"1934","Stronghurst","IL","Illinois","HENDERSON","Hopper","Hopper, Illinois",-90.9906974,40.7855955
"1935","Canton","IL","Illinois","FULTON","Banner","Banner, Illinois",-89.9084461,40.5169834
"1936","Canton","IL","Illinois","FULTON","Breeds","Breeds, Illinois",-89.9203906,40.5553165
"1937","Edwards","IL","Illinois","PEORIA","Kickapoo","Kickapoo, Illinois",-89.751214,40.790037
"1938","Manito","IL","Illinois","MASON","Parkland","Parkland, Illinois",-89.7514971,40.4625398
"1939","Metamora","IL","Illinois","WOODFORD","Partridge","Partridge, Illinois",-89.4553088,40.8563524
"1940","Anchor","IL","Illinois","MCLEAN","Anchor","Anchor, Illinois",-88.5356146,40.5680898
"1941","Arrowsmith","IL","Illinois","MCLEAN","West","West, Illinois",-89.3985283,40.6331249
"1942","Chenoa","IL","Illinois","MCLEAN","Meadows","Meadows, Illinois",-88.8047884,40.7444792
"1943","Downs","IL","Illinois","MCLEAN","Holder","Holder, Illinois",-88.8042368,40.4511461
"1944","Downs","IL","Illinois","MCLEAN","Downs","Downs, Illinois",-88.8706291,40.39698
"1945","El Paso","IL","Illinois","WOODFORD","Kappa","Kappa, Illinois",-89.007852,40.6758686
"1946","Forrest","IL","Illinois","LIVINGSTON","Wing","Wing, Illinois",-88.401165,40.8194785
"1947","Mackinaw","IL","Illinois","TAZEWELL","Mackinaw","Mackinaw, Illinois",-89.3575913,40.5369829
"1948","Minonk","IL","Illinois","WOODFORD","Spires","Spires, Illinois",-88.9603524,40.8764224
"1949","Normal","IL","Illinois","MCLEAN","Normal","Normal, Illinois",-88.9906312,40.5142026
"1950","Pontiac","IL","Illinois","LIVINGSTON","Rugby","Rugby, Illinois",-88.4903345,40.9119771
"1951","Monticello","IL","Illinois","PIATT","Lodge","Lodge, Illinois",-88.5600637,40.1061447
"1952","Savoy","IL","Illinois","CHAMPAIGN","Savoy","Savoy, Illinois",-88.2517165,40.054753
"1953","Gays","IL","Illinois","MOULTRIE","Gays","Gays, Illinois",-88.4939406,39.4580898
"1954","Newman","IL","Illinois","DOUGLAS","Newman","Newman, Illinois",-87.9858677,39.7986455
"1955","Vermilion","IL","Illinois","EDGAR","Vermilion","Vermilion, Illinois",-87.697554,40.122469
"1956","Brussels","IL","Illinois","CALHOUN","Brussels","Brussels, Illinois",-90.5887314,38.9494939
"1957","Elsah","IL","Illinois","JERSEY","Chautauqua","Chautauqua, Illinois",-90.3856703,38.9644926
"1958","Fidelity","IL","Illinois","JERSEY","Fidelity","Fidelity, Illinois",-90.1645547,39.1528243
"1959","Grafton","IL","Illinois","JERSEY","Quarry","Quarry, Illinois",-87.6192113,41.564757
"1960","Jerseyville","IL","Illinois","JERSEY","Jersey","Jersey, Illinois",-90.3748354,39.0704754
"1961","Madison","IL","Illinois","MADISON","Cloverleaf","Cloverleaf, Illinois",-89.3985283,40.6331249
"1962","Marine","IL","Illinois","MADISON","Marine","Marine, Illinois",-89.7775939,38.7864361
"1963","Michael","IL","Illinois","CALHOUN","Michael","Michael, Illinois",-90.6234556,39.2353255
"1964","Moro","IL","Illinois","MADISON","Moro","Moro, Illinois",-90.0220491,38.924769
"1965","Wrights","IL","Illinois","GREENE","Wrights","Wrights, Illinois",-90.2947457,39.3756404
"1966","Coulterville","IL","Illinois","RANDOLPH","Winkle","Winkle, Illinois",-89.4887023,38.150051
"1967","Huey","IL","Illinois","CLINTON","Clement","Clement, Illinois",-89.3037147,38.6299452
"1968","Huey","IL","Illinois","CLINTON","Huey","Huey, Illinois",-89.2911874,38.6044931
"1969","Barry","IL","Illinois","PIKE","Barry","Barry, Illinois",-91.0390246,39.6942134
"1970","Pearl","IL","Illinois","PIKE","Pearl","Pearl, Illinois",-90.6259588,39.4597701
"1971","Pittsfield","IL","Illinois","PIKE","Time","Time, Illinois",-90.7242938,39.5614368
"1972","Rockport","IL","Illinois","PIKE","Atlas","Atlas, Illinois",-90.9695778,39.5139357
"1973","Brownstown","IL","Illinois","FAYETTE","Confidence","Confidence, Illinois",-88.9264485,38.9228234
"1974","Claremont","IL","Illinois","RICHLAND","German","German, Illinois",-89.4734459,42.2155786
"1975","Flat Rock","IL","Illinois","CRAWFORD","Birds","Birds, Illinois",-87.6678032,38.8369899
"1976","Greenup","IL","Illinois","CUMBERLAND","Timothy","Timothy, Illinois",-88.1294824,39.3030929
"1977","Lawrenceville","IL","Illinois","LAWRENCE","Billet","Billet, Illinois",-89.3985283,40.6331249
"1978","Martinsville","IL","Illinois","CLARK","Moonshine","Moonshine, Illinois",-87.8955872,39.1905944
"1979","Mode","IL","Illinois","SHELBY","Mode","Mode, Illinois",-88.733672,39.2664307
"1980","Oblong","IL","Illinois","CRAWFORD","Kibble","Kibble, Illinois",-89.3985283,40.6331249
"1981","Oblong","IL","Illinois","CRAWFORD","Oblong","Oblong, Illinois",-87.9089204,39.0019867
"1982","Assumption","IL","Illinois","CHRISTIAN","Assumption","Assumption, Illinois",-89.0489712,39.5203188
"1983","Chestnut","IL","Illinois","LOGAN","Chestnut","Chestnut, Illinois",-89.1861066,40.053995
"1984","Pawnee","IL","Illinois","SANGAMON","Pawnee","Pawnee, Illinois",-89.5803739,39.5917186
"1985","Rochester","IL","Illinois","SANGAMON","Berry","Berry, Illinois",-89.4709249,39.7131048
"1986","Ashland","IL","Illinois","CASS","Prentice","Prentice, Illinois",-90.043725,39.8569928
"1987","Bluffs","IL","Illinois","SCOTT","Bluffs","Bluffs, Illinois",-90.5351258,39.7519902
"1988","Browning","IL","Illinois","SCHUYLER","Browning","Browning, Illinois",-90.3720685,40.1289355
"1989","Carlinville","IL","Illinois","MACOUPIN","Comer","Comer, Illinois",-89.9706596,39.2931025
"1990","New Berlin","IL","Illinois","SANGAMON","Bates","Bates, Illinois",-89.8495499,39.7242173
"1991","Centralia","IL","Illinois","MARION","Raccoon","Raccoon, Illinois",-88.9605365,38.5014207
"1992","Centralia","IL","Illinois","MARION","Cravat","Cravat, Illinois",-89.0931259,38.4236606
"1993","Albion","IL","Illinois","EDWARDS","Black","Black, Illinois",-88.1028154,38.467827
"1994","Benton","IL","Illinois","FRANKLIN","Barren","Barren, Illinois",-88.9988098,38.0800537
"1995","Benton","IL","Illinois","FRANKLIN","Eastern","Eastern, Illinois",-88.1752184,39.4835612
"1996","Bonnie","IL","Illinois","JEFFERSON","Bonnie","Bonnie, Illinois",-88.9033993,38.2028273
"1997","Browns","IL","Illinois","EDWARDS","Browns","Browns, Illinois",-87.9830886,38.3769927
"1998","Farina","IL","Illinois","FAYETTE","Farina","Farina, Illinois",-88.7722761,38.8342128
"1999","Ina","IL","Illinois","JEFFERSON","Ina","Ina, Illinois",-88.9039554,38.1511606
"2000","Iuka","IL","Illinois","MARION","Helm","Helm, Illinois",-88.7086665,38.511159
"2001","Keenes","IL","Illinois","WAYNE","Shields","Shields, Illinois",-87.8647961,42.28544
"2002","Louisville","IL","Illinois","CLAY","Hoosier","Hoosier, Illinois",-88.455603,38.7803246
"2003","Mc Leansboro","IL","Illinois","HAMILTON","Crook","Crook, Illinois",-88.4210006,38.0737366
"2004","Mount Carmel","IL","Illinois","WABASH","Cowling","Cowling, Illinois",-87.9391984,38.311436
"2005","Norris City","IL","Illinois","WHITE","Herald","Herald, Illinois",-88.1814267,37.9664348
"2006","Patoka","IL","Illinois","MARION","Pope","Pope, Illinois",-88.5951751,37.417132
"2007","Texico","IL","Illinois","JEFFERSON","Divide","Divide, Illinois",-88.8297821,38.4469929
"2008","Thompsonville","IL","Illinois","FRANKLIN","Cave","Cave, Illinois",-88.1653082,37.4692168
"2009","Thompsonville","IL","Illinois","FRANKLIN","Akin","Akin, Illinois",-88.7475606,37.9881043
"2010","Wayne City","IL","Illinois","WAYNE","Crouch","Crouch, Illinois",-88.5081765,38.2333123
"2011","Wayne City","IL","Illinois","WAYNE","Crisp","Crisp, Illinois",-88.5956085,38.4394925
"2012","Woodlawn","IL","Illinois","JEFFERSON","Drivers","Drivers, Illinois",-88.9931231,38.3306053
"2013","Woodlawn","IL","Illinois","JEFFERSON","Roaches","Roaches, Illinois",-89.0761823,38.3250498
"2014","Xenia","IL","Illinois","CLAY","Zenith","Zenith, Illinois",-88.6225527,38.5486589
"2015","Anna","IL","Illinois","UNION","Anna","Anna, Illinois",-89.2470282,37.4603274
"2016","Boles","IL","Illinois","JOHNSON","Boles","Boles, Illinois",-88.9693271,37.4286534
"2017","Cairo","IL","Illinois","ALEXANDER","Cache","Cache, Illinois",-89.2614662,37.1000504
"2018","Cave In Rock","IL","Illinois","HARDIN","Lamb","Lamb, Illinois",-88.1247523,37.5317155
"2019","De Soto","IL","Illinois","JACKSON","Bush","Bush, Illinois",-89.13119,37.8433836
"2020","Eldorado","IL","Illinois","SALINE","Rector","Rector, Illinois",-88.4306955,37.8938526
"2021","Energy","IL","Illinois","WILLIAMSON","Energy","Energy, Illinois",-89.0264634,37.7739389
"2022","Equality","IL","Illinois","GALLATIN","Equality","Equality, Illinois",-88.343376,37.733936
"2023","Golconda","IL","Illinois","POPE","Golconda","Golconda, Illinois",-88.4864316,37.3672744
"2024","Hurst","IL","Illinois","WILLIAMSON","Hurst","Hurst, Illinois",-89.1428573,37.8331059
"2025","Jonesboro","IL","Illinois","UNION","Ware","Ware, Illinois",-89.3939793,37.4478273
"2026","Junction","IL","Illinois","GALLATIN","Junction","Junction, Illinois",-88.2367046,37.72338
"2027","Metropolis","IL","Illinois","MASSAC","Metropolis","Metropolis, Illinois",-88.7319979,37.1511655
"2028","Mounds","IL","Illinois","PULASKI","Mounds","Mounds, Illinois",-89.197853,37.1142176
"2029","Muddy","IL","Illinois","SALINE","Muddy","Muddy, Illinois",-88.5167173,37.7650476
"2030","Perks","IL","Illinois","PULASKI","Perks","Perks, Illinois",-89.0811123,37.3102513
"2031","Thebes","IL","Illinois","ALEXANDER","Gale","Gale, Illinois",-89.4475883,37.2489395
"2032","Chesterfield","MO","Missouri","SAINT LOUIS","Gumbo","Gumbo, Missouri",-90.5626257,37.862551
"2033","Glencoe","MO","Missouri","SAINT LOUIS","Pond","Pond, Missouri",-90.6562378,38.580331
"2034","Grover","MO","Missouri","SAINT LOUIS","Pond","Pond, Missouri",-90.6562378,38.580331
"2035","Hematite","MO","Missouri","JEFFERSON","Hematite","Hematite, Missouri",-90.4809569,38.201999
"2036","New Haven","MO","Missouri","FRANKLIN","Lyon","Lyon, Missouri",-91.1740394,38.5117175
"2037","Pacific","MO","Missouri","FRANKLIN","Pacific","Pacific, Missouri",-90.7415194,38.4819976
"2038","Sullivan","MO","Missouri","FRANKLIN","Strain","Strain, Missouri",-91.3029276,38.2917154
"2039","Union","MO","Missouri","FRANKLIN","Moselle","Moselle, Missouri",-90.897915,38.3867188
"2040","Saint Louis","MO","Missouri","SAINT LOUIS CITY","Louis","Louis, Missouri",-90.1994042,38.6270025
"2041","Saint Louis","MO","Missouri","SAINT LOUIS CITY","Nestle","Nestle, Missouri",-89.8678712,36.9633606
"2042","Saint Charles","MO","Missouri","SAINT CHARLES","Harvester","Harvester, Missouri",-90.5730713,38.7249465
"2043","Bellflower","MO","Missouri","MONTGOMERY","Gamma","Gamma, Missouri",-91.3415435,39.0672639
"2044","Bellflower","MO","Missouri","MONTGOMERY","Liege","Liege, Missouri",5.5697498,50.6329586
"2045","Novelty","MO","Missouri","KNOX","Novelty","Novelty, Missouri",-92.2082381,40.0125389
"2046","Kirksville","MO","Missouri","ADAIR","Yarrow","Yarrow, Missouri",-92.6804727,40.0939194
"2047","Atlanta","MO","Missouri","MACON","Economy","Economy, Missouri",-92.4207419,39.8892023
"2048","Baring","MO","Missouri","KNOX","Colony","Colony, Missouri",-91.9907307,40.2539287
"2049","Baring","MO","Missouri","KNOX","Baring","Baring, Missouri",-92.2057395,40.2442046
"2050","Downing","MO","Missouri","SCHUYLER","Downing","Downing, Missouri",-92.3693524,40.4875319
"2051","Milan","MO","Missouri","SULLIVAN","Cora","Cora, Missouri",-93.1304852,40.1097421
"2052","Rutledge","MO","Missouri","SCOTLAND","Colony","Colony, Missouri",-91.9907307,40.2539287
"2053","Unionville","MO","Missouri","PUTNAM","Lemons","Lemons, Missouri",-93.0474297,40.4041832
"2054","Annapolis","MO","Missouri","IRON","Glover","Glover, Missouri",-90.6912314,37.4864382
"2055","Black","MO","Missouri","REYNOLDS","Black","Black, Missouri",-90.9331799,37.5314365
"2056","Bunker","MO","Missouri","REYNOLDS","Bunker","Bunker, Missouri",-91.2095758,37.4556019
"2057","Cadet","MO","Missouri","WASHINGTON","Cadet","Cadet, Missouri",-90.6863149,37.9843006
"2058","Tiff","MO","Missouri","WASHINGTON","Tiff","Tiff, Missouri",-90.6529066,38.0192178
"2059","Advance","MO","Missouri","STODDARD","Advance","Advance, Missouri",-89.9106494,37.1044958
"2060","Chaffee","MO","Missouri","SCOTT","Arbor","Arbor, Missouri",-89.8023141,37.1592184
"2061","Daisy","MO","Missouri","CAPE GIRARDEAU","Daisy","Daisy, Missouri",-89.793156,37.5236627
"2062","Glenallen","MO","Missouri","BOLLINGER","Grassy","Grassy, Missouri",-90.1237172,37.2608857
"2063","Perryville","MO","Missouri","PERRY","Brewer","Brewer, Missouri",-89.9253884,37.7808871
"2064","Perryville","MO","Missouri","PERRY","Crosstown","Crosstown, Missouri",-89.7278831,37.7464413
"2065","Perryville","MO","Missouri","PERRY","Lithium","Lithium, Missouri",-89.8859422,37.8333863
"2066","Zalma","MO","Missouri","BOLLINGER","Arab","Arab, Missouri",-90.0767666,37.0936629
"2067","Sikeston","MO","Missouri","SCOTT","Miner","Miner, Missouri",-89.5384124,36.891441
"2068","Braggadocio","MO","Missouri","PEMISCOT","Braggadocio","Braggadocio, Missouri",-89.8294182,36.1756134
"2069","Clarkton","MO","Missouri","DUNKLIN","Freeborn","Freeborn, Missouri",-89.9813445,36.4580761
"2070","Rives","MO","Missouri","DUNKLIN","Rives","Rives, Missouri",-90.0134243,36.0936797
"2071","Fisk","MO","Missouri","BUTLER","Fisk","Fisk, Missouri",-90.2087138,36.781999
"2072","Puxico","MO","Missouri","STODDARD","Kinder","Kinder, Missouri",-90.0781535,37.0158847
"2073","Shook","MO","Missouri","WAYNE","Shook","Shook, Missouri",-90.3089969,37.04283
"2074","LS","MO","Missouri","JACKSON","Ls","Ls, Missouri",-94.3821724,38.9108408
"2075","Peculiar","MO","Missouri","CASS","Peculiar","Peculiar, Missouri",-94.4585625,38.7191764
"2076","KC","MO","Missouri","CLAY","Kc","Kc, Missouri",-94.5785667,39.0997265
"2077","Agency","MO","Missouri","BUCHANAN","Agency","Agency, Missouri",-94.7399611,39.644718
"2078","Conception","MO","Missouri","NODAWAY","Conception","Conception, Missouri",-94.6874946,40.2423814
"2079","Gentry","MO","Missouri","GENTRY","Gentry","Gentry, Missouri",-94.4204795,40.3317511
"2080","Worth","MO","Missouri","WORTH","Worth","Worth, Missouri",-94.4441257,40.4049921
"2081","Browning","MO","Missouri","LINN","Browning","Browning, Missouri",-93.1624291,40.0352984
"2082","Dawn","MO","Missouri","LIVINGSTON","Dawn","Dawn, Missouri",-93.6355148,39.6683374
"2083","Hale","MO","Missouri","CARROLL","Hale","Hale, Missouri",-93.3424307,39.6036334
"2084","Kidder","MO","Missouri","CALDWELL","Kidder","Kidder, Missouri",-94.1024439,39.7802827
"2085","Polo","MO","Missouri","CALDWELL","Polo","Polo, Missouri",-94.0407733,39.5522306
"2086","Stet","MO","Missouri","CARROLL","Stet","Stet, Missouri",-93.7591446,39.4228922
"2087","Liberal","MO","Missouri","BARTON","Liberal","Liberal, Missouri",-94.5199553,37.5581024
"2088","Osceola","MO","Missouri","SAINT CLAIR","Vista","Vista, Missouri",-93.6640972,37.9883649
"2089","Joplin","MO","Missouri","JASPER","Prosperity","Prosperity, Missouri",-94.4207799,37.1264482
"2090","Carthage","MO","Missouri","JASPER","Fidelity","Fidelity, Missouri",-94.3132763,37.0681168
"2091","Goodman","MO","Missouri","MCDONALD","Goodman","Goodman, Missouri",-94.4081493,36.7376057
"2092","Granby","MO","Missouri","NEWTON","Aroma","Aroma, Missouri",-94.2646603,36.8636782
"2093","Noel","MO","Missouri","MCDONALD","Noel","Noel, Missouri",-94.485217,36.5456293
"2094","Pineville","MO","Missouri","MCDONALD","Jane","Jane, Missouri",-94.3052108,36.5472962
"2095","Reeds","MO","Missouri","JASPER","Reeds","Reeds, Missouri",-94.1657732,37.1161702
"2096","Seneca","MO","Missouri","NEWTON","Hornet","Hornet, Missouri",-94.5571678,36.9620087
"2097","Belle","MO","Missouri","MARIES","Belle","Belle, Missouri",-91.720442,38.2858788
"2098","Bland","MO","Missouri","GASCONADE","Bland","Bland, Missouri",-91.6329403,38.3017125
"2099","Chamois","MO","Missouri","OSAGE","Chamois","Chamois, Missouri",-91.7696191,38.6753205
"2100","Henley","MO","Missouri","COLE","Henley","Henley, Missouri",-92.322403,38.3444784
"2101","Hermann","MO","Missouri","GASCONADE","Case","Case, Missouri",-91.3740489,38.7350453
"2102","Hermann","MO","Missouri","GASCONADE","Swiss","Swiss, Missouri",-91.4712729,38.5628247
"2103","Holts Summit","MO","Missouri","CALLAWAY","Wainwright","Wainwright, Missouri",-92.0682371,38.5836491
"2104","Jamestown","MO","Missouri","MONITEAU","Lupus","Lupus, Missouri",-92.4532423,38.8461451
"2105","Kaiser","MO","Missouri","MILLER","Kaiser","Kaiser, Missouri",-92.5899056,38.1336451
"2106","Meta","MO","Missouri","OSAGE","Meta","Meta, Missouri",-92.1660095,38.3125373
"2107","Mount Sterling","MO","Missouri","GASCONADE","Bland","Bland, Missouri",-91.6329403,38.3017125
"2108","Steedman","MO","Missouri","CALLAWAY","Reform","Reform, Missouri",-91.779065,38.7653202
"2109","Tuscumbia","MO","Missouri","MILLER","Equality","Equality, Missouri",-92.4900943,38.2164435
"2110","Westphalia","MO","Missouri","OSAGE","Folk","Folk, Missouri",-92.0979558,38.4214262
"2111","Columbia","MO","Missouri","BOONE","Shaw","Shaw, Missouri",-92.2032379,38.9736517
"2112","Auxvasse","MO","Missouri","CALLAWAY","Bachelor","Bachelor, Missouri",-91.772115,38.9933725
"2113","Boonville","MO","Missouri","COOPER","Speed","Speed, Missouri",-92.8032467,38.8480789
"2114","Bunceton","MO","Missouri","COOPER","Cotton","Cotton, Missouri",-91.8318334,37.9642529
"2115","Madison","MO","Missouri","MONROE","Ash","Ash, Missouri",-92.2899013,39.5150364
"2116","Sturgeon","MO","Missouri","BOONE","Sturgeon","Sturgeon, Missouri",-92.2807332,39.2342067
"2117","Warsaw","MO","Missouri","BENTON","Wisdom","Wisdom, Missouri",-93.4768724,38.1669714
"2118","Warsaw","MO","Missouri","BENTON","Racket","Racket, Missouri",-93.4921518,38.2933568
"2119","Boss","MO","Missouri","DENT","Boss","Boss, Missouri",-91.1893005,37.6431017
"2120","Bourbon","MO","Missouri","CRAWFORD","Bourbon","Bourbon, Missouri",-91.2440328,38.1547697
"2121","Duke","MO","Missouri","PHELPS","Duke","Duke, Missouri",-92.010715,37.6603199
"2122","Eminence","MO","Missouri","SHANNON","Ink","Ink, Missouri",-91.4837507,37.2581019
